Iter,TotTime,m_block,Alpha,Theta0,Theta_fin,V_theta_fin,V_block_fin,Wind_x,Wind_y,Vkitex,Vkitez,Vrelx,Vrely,F_vinc,Tension,Lift,Liftx,Liftz,Drag,Dragx,Dragz,Stability
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 0.00, 7.00, 0.00, -0.00, -0.00,  -7.00, -0.00, 795.73, 187.23, 195.08, -0.00, 195.08, 27.01, 27.01, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00,  -9.00, -0.00, 668.33, 315.84, 322.48, -0.00, 322.48, 44.65, 44.65, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, -0.00, 11.00, 0.00, -0.00, -0.00,  -11.00, -0.00, 509.08, 476.61, 481.73, -0.00, 481.73, 66.70, 66.70, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 0.00, 13.00, 0.00, -0.00, -0.00,  -13.00, -0.00, 317.98, 669.53, 672.83, -0.00, 672.83, 93.16, 93.16, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 1.40, 15.00, 0.00, 1.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 3.40, 17.00, 0.00, 3.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 5.40, 19.00, 0.00, 5.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 7.40, 21.00, 0.00, 7.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 9.40, 23.00, 0.00, 9.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 11.40, 25.00, 0.00, 11.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 13.40, 27.00, 0.00, 13.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 15.40, 29.00, 0.00, 15.40, -0.00,  -13.60, -0.00, 254.77, 733.34, 736.04, -0.00, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 17.40, 31.00, 0.00, 17.40, -0.00,  -13.60, -0.00, 254.77, 733.34, 736.04, -0.00, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 19.40, 33.00, 0.00, 19.40, -0.00,  -13.60, -0.00, 254.77, 733.34, 736.04, -0.00, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 21.40, 35.00, 0.00, 21.40, -0.00,  -13.60, -0.00, 254.77, 733.35, 736.04, -0.01, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 23.40, 37.00, 0.00, 23.40, -0.00,  -13.60, -0.00, 254.77, 733.35, 736.04, -0.01, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 16.00, 0.79, 1.43, 0.00, 25.40, 39.00, 0.00, 25.40, -0.00,  -13.60, -0.00, 254.77, 733.35, 736.04, -0.01, 736.04, 101.91, 101.91, 0.00, 1
50852, 5.09, 100.00, 18.00, 0.79, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00,  -1.00, 0.00, 981.00, 357.67, 352.78, 350.63, -38.88, 49.14, 5.42, 48.84, 0
1000000, 100.00, 100.00, 18.00, 0.79, 1.39, 0.00, 0.00, 3.00, 0.00, 0.00, -0.00,  -3.00, -0.00, 952.22, 29.28, 38.59, -0.00, 38.59, 5.37, 5.37, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.42, 0.00, -0.00, 5.00, 0.00, -0.00, -0.00,  -5.00, -0.00, 883.62, 98.52, 107.19, -0.00, 107.19, 14.93, 14.93, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, -0.00, 7.00, 0.00, -0.00, -0.00,  -7.00, -0.00, 780.72, 202.40, 210.09, -0.00, 210.09, 29.26, 29.26, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00,  -9.00, -0.00, 643.52, 340.93, 347.29, -0.00, 347.29, 48.37, 48.37, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, -0.00, 11.00, 0.00, -0.00, -0.00,  -11.00, -0.00, 472.02, 514.08, 518.79, -0.00, 518.79, 72.26, 72.26, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 0.00, 13.00, 0.00, -0.00, -0.00,  -13.00, -0.00, 266.22, 721.87, 724.59, -0.00, 724.59, 100.92, 100.92, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 1.91, 15.00, 0.00, 1.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 3.91, 17.00, 0.00, 3.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 5.91, 19.00, 0.00, 5.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 7.91, 21.00, 0.00, 7.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 9.91, 23.00, 0.00, 9.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 11.91, 25.00, 0.00, 11.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 13.91, 27.00, 0.00, 13.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 15.91, 29.00, 0.00, 15.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 17.91, 31.00, 0.00, 17.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 19.91, 33.00, 0.00, 19.91, -0.00,  -13.09, -0.00, 255.90, 732.29, 734.91, -0.00, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 21.91, 35.00, 0.00, 21.91, -0.00,  -13.09, -0.00, 255.89, 732.29, 734.91, -0.01, 734.91, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 23.91, 37.00, 0.00, 23.91, -0.00,  -13.09, -0.00, 255.89, 732.30, 734.92, -0.01, 734.92, 102.36, 102.36, 0.00, 1
1000000, 100.00, 100.00, 18.00, 0.79, 1.43, 0.00, 25.91, 39.00, 0.00, 25.91, -0.00,  -13.09, -0.00, 255.89, 732.30, 734.92, -0.01, 734.92, 102.36, 102.36, 0.00, 1
50181, 5.02, 100.00, 19.00, 0.79, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00,  -1.00, 0.00, 981.00, 344.03, 339.25, 337.26, -36.74, 46.97, 5.09, 46.70, 0
1000000, 100.00, 100.00, 19.00, 0.79, 1.38, 0.00, 0.00, 3.00, 0.00, -0.00, -0.00,  -3.00, -0.00, 954.98, 26.49, 35.83, -0.00, 35.83, 4.96, 4.96, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.42, 0.00, 0.00, 5.00, 0.00, 0.00, -0.00,  -5.00, -0.00, 891.28, 90.77, 99.53, -0.00, 99.53, 13.78, 13.78, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 0.00, 7.00, 0.00, -0.00, -0.00,  -7.00, -0.00, 795.73, 187.23, 195.08, -0.00, 195.08, 27.01, 27.01, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, -0.00, 9.00, 0.00, -0.00, -0.00,  -9.00, -0.00, 668.33, 315.84, 322.48, -0.00, 322.48, 44.65, 44.65, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, -0.00, 11.00, 0.00, -0.00, -0.00,  -11.00, -0.00, 509.08, 476.61, 481.73, -0.00, 481.73, 66.70, 66.70, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 0.00, 13.00, 0.00, -0.00, -0.00,  -13.00, -0.00, 317.98, 669.53, 672.83, -0.00, 672.83, 93.16, 93.16, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 1.40, 15.00, 0.00, 1.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 3.40, 17.00, 0.00, 3.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 5.40, 19.00, 0.00, 5.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 7.40, 21.00, 0.00, 7.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 9.40, 23.00, 0.00, 9.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 11.40, 25.00, 0.00, 11.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 13.40, 27.00, 0.00, 13.40, -0.00,  -13.60, -0.00, 254.78, 733.34, 736.03, -0.00, 736.03, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 15.40, 29.00, 0.00, 15.40, -0.00,  -13.60, -0.00, 254.77, 733.34, 736.04, -0.00, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 17.40, 31.00, 0.00, 17.40, -0.00,  -13.60, -0.00, 254.77, 733.34, 736.04, -0.00, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 19.40, 33.00, 0.00, 19.40, -0.00,  -13.60, -0.00, 254.77, 733.34, 736.04, -0.00, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 21.40, 35.00, 0.00, 21.40, -0.00,  -13.60, -0.00, 254.77, 733.35, 736.04, -0.01, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 23.40, 37.00, 0.00, 23.40, -0.00,  -13.60, -0.00, 254.77, 733.35, 736.04, -0.01, 736.04, 101.91, 101.91, 0.00, 1
1000000, 100.00, 100.00, 19.00, 0.79, 1.43, 0.00, 25.40, 39.00, 0.00, 25.40, -0.00,  -13.60, -0.00, 254.77, 733.35, 736.04, -0.01, 736.04, 101.91, 101.91, 0.00, 1
60119, 6.01, 100.00, 20.00, 0.79, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00,  -1.00, 0.00, 981.00, 188.35, 184.21, 182.52, -24.91, 35.17, 4.75, 34.85, 0
1000000, 100.00, 100.00, 20.00, 0.79, 1.30, 0.00, 0.00, 3.00, 0.00, -0.00, -0.00,  -3.00, -0.00, 960.49, 21.31, 30.32, -0.00, 30.32, 5.79, 5.79, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.36, 0.00, 0.00, 5.00, 0.00, 0.00, -0.00,  -5.00, -0.00, 906.59, 76.13, 84.22, -0.00, 84.22, 16.08, 16.08, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.37, 0.00, 0.00, 7.00, 0.00, -0.00, -0.00,  -7.00, -0.00, 825.74, 158.42, 165.07, -0.00, 165.07, 31.51, 31.51, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 0.00, 9.00, 0.00, -0.00, -0.00,  -9.00, -0.00, 717.94, 268.17, 272.87, -0.00, 272.87, 52.09, 52.09, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, -0.00, 11.00, 0.00, -0.00, -0.00,  -11.00, -0.00, 583.19, 405.35, 407.62, -0.00, 407.62, 77.82, 77.82, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, -0.00, 13.00, 0.00, -0.00, -0.00,  -13.00, -0.00, 421.49, 569.97, 569.32, -0.00, 569.32, 108.69, 108.69, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 0.89, 15.00, 0.00, 0.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 2.89, 17.00, 0.00, 2.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 4.89, 19.00, 0.00, 4.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 6.89, 21.00, 0.00, 6.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 8.89, 23.00, 0.00, 8.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 10.89, 25.00, 0.00, 10.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 12.89, 27.00, 0.00, 12.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 14.89, 29.00, 0.00, 14.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 16.89, 31.00, 0.00, 16.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 18.89, 33.00, 0.00, 18.89, -0.00,  -14.11, -0.00, 320.11, 673.18, 670.70, -0.00, 670.70, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 20.89, 35.00, 0.00, 20.89, -0.00,  -14.11, -0.00, 320.10, 673.18, 670.71, -0.00, 670.71, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 22.89, 37.00, 0.00, 22.89, -0.00,  -14.11, -0.00, 320.10, 673.19, 670.71, -0.00, 670.71, 128.04, 128.04, 0.00, 1
1000000, 100.00, 100.00, 20.00, 0.79, 1.38, 0.00, 24.89, 39.00, 0.00, 24.89, -0.00,  -14.11, -0.00, 320.10, 673.19, 670.71, -0.00, 670.71, 128.04, 128.04, 0.00, 1
